条形码,登录号,读者条码,外借时间,应归还时间,主键码,虚拟库室,续借次数,处理时间,流通库室键码,签到键码,附件,备注
10614359,10614359,1.21419E+11,2015/6/8 18:23,2015/7/8 23:59,302037,8,0,,0,0,,
10659131,10659131,1.21419E+11,2015/6/8 18:23,2015/7/8 23:59,361035,8,0,,0,0,,
10289342,10289342,1.21419E+11,2015/6/8 18:23,2015/7/8 23:59,263819,8,0,,0,0,,
10465659,10465659,9.7E+11,2015/6/8 20:07,2015/9/7 23:59,412982,8,2,,0,0,,
11230118,11230118,1.21404E+11,2015/6/8 20:39,2015/7/8 23:59,702833,8,0,,0,0,,
10786236,10786236,9.6E+11,2015/6/22 17:55,2015/9/21 23:59,658736,8,2,,0,0,,
61010805,61010805,1.21403E+11,2015/3/14 14:46,2015/4/13 23:59,414465,8,0,,0,0,,
10928834,10928834,9.7E+11,2015/6/17 10:35,2015/7/17 23:59,625726,27,0,,0,0,,
10811418,10811418,1.41404E+11,2015/6/8 21:38,2015/7/8 23:59,316926,8,0,,0,0,,
10266927,10266927,9902890,2015/2/9 8:26,2015/3/23 23:59,245164,7,0,,0,0,,
10928822,10928822,9.7E+11,2015/6/17 10:35,2015/7/17 23:59,625725,27,0,,0,0,,
10781485,10781485,1.31412E+11,2015/6/17 10:47,2015/7/17 23:59,629911,27,0,,0,0,,
10307683,10307683,1.3141E+11,2015/6/24 20:16,2015/7/24 23:59,286135,8,0,,0,0,,
10154124,10154124,1.41404E+11,2015/6/24 21:14,2015/7/24 23:59,236732,8,0,,0,0,,
11468748,11468748,1.41404E+11,2015/6/24 21:14,2015/7/24 23:59,376511,8,0,,0,0,,
10810157,10810157,1.4141E+11,2015/6/24 21:38,2015/7/24 23:59,313033,8,0,,0,0,,
10677184,10677184,1.4141E+11,2015/6/24 21:50,2015/7/24 23:59,370779,8,0,,0,0,,
10335472,10335472,1.4141E+11,2015/6/24 21:50,2015/7/24 23:59,301282,8,0,,0,0,,
10712869,10712869,1.21402E+11,2015/6/25 9:48,2015/7/27 23:59,628037,27,0,,0,0,,
10698574,10698574,1.31413E+11,2015/6/25 10:24,2015/7/27 23:59,631849,27,0,,0,0,,
10871246,10871246,1.31413E+11,2015/6/25 10:24,2015/7/27 23:59,627057,27,0,,0,0,,
11228576,11228576,1.31401E+11,2015/6/25 20:34,2015/7/27 23:59,702634,27,0,,0,0,,
11486946,11486946,9.6E+11,2015/1/21 10:34,2015/3/23 23:59,394861,8,0,,0,0,,
10879222,10879222,1.31401E+11,2015/6/25 20:34,2015/7/27 23:59,621294,27,0,,0,0,,
10853903,10853903,9902990,2015/6/26 9:00,2015/7/27 23:59,622768,27,0,,0,0,,
11036765,11036765,1.41425E+11,2015/6/5 10:52,2015/7/6 23:59,360628,8,0,,0,0,,
10762074,10762074,1.21415E+11,2015/6/25 20:51,2015/7/27 23:59,633101,27,0,,0,0,,
10912086,10912086,1.31416E+11,2015/6/25 20:51,2015/7/27 23:59,629452,27,0,,0,0,,
11070433,11070433,1.4034E+11,2015/4/13 17:05,2015/7/16 23:59,441289,8,2,,0,0,,
11468231,11468231,1.21415E+11,2015/5/31 8:11,2015/8/20 23:59,376127,8,2,,0,0,,
10778831,10778831,1.21406E+11,2015/6/25 21:42,2015/7/27 23:59,621207,27,0,,0,0,,
10471306,10471306,1.21415E+11,2015/5/31 8:11,2015/8/20 23:59,687529,8,2,,0,0,,
10719465,10719465,9903996,2015/6/26 8:30,2015/7/27 23:59,630134,27,0,,0,0,,
11224704,11224704,1.21416E+11,2015/5/20 8:21,2015/7/20 23:59,701425,27,1,,0,0,,
10738012,10738012,9.6E+11,2014/10/24 17:24,2014/11/24 23:59,670684,8,0,,0,0,,
10695919,10695919,9903996,2015/6/26 8:30,2015/7/27 23:59,627025,27,0,,0,0,,
10848462,10848462,9902990,2015/6/26 9:00,2015/7/27 23:59,629956,27,0,,0,0,,
10731777,10731777,1.21404E+11,2015/6/6 0:37,2015/9/6 23:59,676546,8,2,,0,0,,
10773532,10773532,1.31409E+11,2015/5/19 17:26,2015/8/20 23:59,625812,8,2,,0,0,,
10917569,10917569,9.7E+11,2015/6/26 9:09,2015/7/27 23:59,624921,27,0,,0,0,,
10774130,10774130,9902688,2015/6/26 9:30,2015/7/27 23:59,625017,27,0,,0,0,,
11492538,11492538,1.21404E+11,2015/6/26 9:41,2015/7/27 23:59,417109,27,0,,0,0,,
11495327,11495327,1.21404E+11,2015/6/26 9:41,2015/7/27 23:59,419683,27,0,,0,0,,
10916882,10916882,1.31406E+11,2015/6/26 10:56,2015/7/27 23:59,633281,27,0,,0,0,,
10263107,10263107,1.31419E+11,2015/6/29 8:36,2015/7/29 23:59,242046,7,0,,0,0,,
10921997,10921997,1.21402E+11,2015/6/26 10:17,2015/7/27 23:59,629388,27,0,,0,0,,
11493224,11493224,1.21401E+11,2015/6/26 11:01,2015/7/27 23:59,418209,27,0,,0,0,,
11227941,11227941,1.21401E+11,2015/6/26 11:01,2015/7/27 23:59,702376,27,0,,0,0,,
11232165,11232165,9905165,2015/6/26 15:50,2015/7/27 23:59,709075,27,0,,0,0,,
11228997,11228997,1.41417E+11,2015/6/26 16:28,2015/7/27 23:59,702749,27,0,,0,0,,
11229381,11229381,1.41417E+11,2015/6/26 16:28,2015/7/27 23:59,702751,27,0,,0,0,,
11104136,11104136,1.21407E+11,2015/6/5 9:18,2015/7/6 23:59,403739,8,0,,0,0,,
10685170,10685170,1.4141E+11,2015/4/13 20:45,2015/7/16 23:59,439823,8,2,,0,0,,
11231435,11231435,9902481,2015/6/26 16:32,2015/7/27 23:59,708644,27,0,,0,0,,
10635249,10635249,1.4141E+11,2015/4/13 20:46,2015/7/16 23:59,322549,8,2,,0,0,,
10915270,10915270,1.31407E+11,2015/5/21 8:20,2015/7/23 23:59,632646,27,1,,0,0,,
11231451,11231451,9902481,2015/6/26 16:33,2015/7/27 23:59,708586,27,0,,0,0,,
10946823,10946823,1.41415E+11,2015/6/5 9:34,2015/7/6 23:59,673976,8,0,,0,0,,
11233350,11233350,1.34201E+11,2015/6/26 18:01,2015/7/27 23:59,710655,27,0,,0,0,,
11061098,11061098,1.34201E+11,2015/6/26 18:01,2015/7/27 23:59,439246,27,0,,0,0,,
10761537,10761537,1.31406E+11,2015/6/26 18:06,2015/7/27 23:59,626765,27,0,,0,0,,
10763679,10763679,1.41406E+11,2015/6/26 18:36,2015/7/27 23:59,628855,27,0,,0,0,,
10608713,10608713,9.6E+11,2015/4/7 8:42,2015/7/8 23:59,287673,8,2,,0,0,,
10719758,10719758,1.31418E+11,2015/6/26 19:28,2015/7/27 23:59,629820,27,0,,0,0,,
10666484,10666484,1.31402E+11,2015/6/28 15:18,2015/9/28 23:59,365638,8,2,,0,0,,
10078940,10078940,1.41401E+11,2015/6/28 16:23,2015/7/28 23:59,103359,8,0,,0,0,,
10110800,10110800,1.31419E+11,2015/6/29 8:36,2015/7/29 23:59,229098,7,0,,0,0,,
10084614,10084614,1.31419E+11,2015/6/29 8:44,2015/7/29 23:59,225635,7,0,,0,0,,
10110799,10110799,1.31419E+11,2015/6/29 8:44,2015/7/29 23:59,229098,7,0,,0,0,,
10961412,10961412,1.31419E+11,2015/6/29 8:45,2015/7/29 23:59,637240,7,0,,0,0,,
10054566,10054566,1.31419E+11,2015/6/29 8:45,2015/7/29 23:59,98301,7,0,,0,0,,
10857946,10857946,1.31406E+11,2015/5/11 16:24,2015/6/10 23:59,631847,27,0,,0,0,,
10956010,10956010,1.31414E+11,2015/6/29 11:02,2015/9/28 23:59,639432,7,2,,0,0,,
10757563,10757563,1.31406E+11,2015/5/11 16:24,2015/6/10 23:59,626642,27,0,,0,0,,
10916775,10916775,9.7E+11,2015/5/11 17:49,2015/7/13 23:59,627114,27,1,,0,0,,
10931557,10931557,1.41419E+11,2015/5/21 9:52,2015/7/23 23:59,623540,27,1,,0,0,,
10931567,10931567,1.41419E+11,2015/5/21 9:52,2015/7/23 23:59,623539,27,1,,0,0,,
10686512,10686512,1.31425E+11,2015/6/6 10:20,2015/7/22 23:59,636760,8,1,,0,0,,
10941637,10941637,1.31425E+11,2015/6/6 10:20,2015/7/22 23:59,683687,8,1,,0,0,,
10688697,10688697,1.31425E+11,2015/6/6 10:20,2015/7/22 23:59,639058,8,1,,0,0,,
10385660,10385660,1.41414E+11,2015/6/26 10:51,2015/7/27 23:59,321587,8,0,,0,0,,
10633133,10633133,1.31407E+11,2015/6/10 17:23,2015/7/10 23:59,320756,8,0,,0,0,,
10917570,10917570,9.6E+11,2015/6/26 11:11,2015/7/27 23:59,624921,8,0,,0,0,,
11088645,11088645,9.7E+11,2015/6/26 11:14,2015/7/27 23:59,634094,8,0,,0,0,,
10940064,10940064,9.7E+11,2015/6/26 11:14,2015/7/27 23:59,675638,8,0,,0,0,,
11109927,11109927,1.21406E+11,2015/5/15 8:42,2015/8/17 23:59,416223,8,2,,0,0,,
11446823,11446823,1.31419E+11,2015/6/26 10:34,2015/7/27 23:59,357922,7,0,,0,0,,
2015655,N142327,1.31419E+11,2015/6/26 10:34,2015/7/27 23:59,176794,7,0,,0,0,,
10848027,10848027,1.41419E+11,2015/5/25 8:13,2015/7/27 23:59,619901,8,1,,0,0,,
10056949,10056949,1.31414E+11,2015/6/26 11:07,2015/7/27 23:59,98503,7,0,,0,0,,
10461154,10461154,9901561,2015/5/25 8:33,2015/7/24 23:59,411438,8,1,,0,0,,
10838596,10838596,1.40219E+11,2015/4/17 19:30,2015/7/13 23:59,369435,7,2,,0,0,,
10857487,10857487,9903025,2015/5/17 17:30,2015/6/16 23:59,622795,27,0,,0,0,,
10927669,10927669,9903025,2015/5/17 17:30,2015/6/16 23:59,629485,27,0,,0,0,,
10756295,10756295,1.41416E+11,2015/5/26 8:50,2015/6/25 23:59,624349,27,0,,0,0,,
11066809,11066809,1.21415E+11,2015/5/26 10:20,2015/6/25 23:59,438653,27,0,,0,0,,
10927523,10927523,1.21415E+11,2015/5/26 10:20,2015/6/25 23:59,621223,27,0,,0,0,,
10921947,10921947,1.31419E+11,2015/5/26 11:32,2015/7/27 23:59,629378,27,1,,0,0,,
10931389,10931389,1.21404E+11,2015/5/26 16:18,2015/6/25 23:59,631308,27,0,,0,0,,
10919288,10919288,1.41425E+11,2015/5/26 16:27,2015/6/25 23:59,629765,27,0,,0,0,,
10697988,10697988,1.41425E+11,2015/5/26 16:27,2015/6/25 23:59,629667,27,0,,0,0,,
10765850,10765850,1.21404E+11,2015/5/26 16:29,2015/7/27 23:59,633024,27,1,,0,0,,
10758614,10758614,1.31406E+11,2015/5/26 16:33,2015/6/25 23:59,629863,27,0,,0,0,,
10849006,10849006,1.41425E+11,2015/5/26 16:34,2015/6/25 23:59,622323,27,0,,0,0,,
10732971,10732971,9901826,2015/3/23 10:00,2015/4/22 23:59,669701,8,0,,0,0,,
10939153,10939153,1.41425E+11,2015/5/18 10:43,2015/7/17 23:59,676423,8,1,,0,0,,
10328356,10328356,1.41509E+11,2015/5/30 10:53,2015/7/30 23:59,299540,8,1,,0,0,,
10334884,10334884,1.41509E+11,2015/5/30 11:37,2015/7/29 23:59,300839,8,1,,0,0,,
10731364,10731364,1.41509E+11,2015/5/30 11:37,2015/7/29 23:59,663955,8,1,,0,0,,
11068645,11068645,1.21509E+11,2015/5/4 16:48,2015/7/8 23:59,440415,8,2,,0,0,,
10853251,10853251,1.21509E+11,2015/5/4 16:48,2015/7/8 23:59,622593,8,2,,0,0,,
11445489,11445489,1.31509E+11,2015/5/30 16:16,2015/6/29 23:59,356713,8,0,,0,0,,
11092255,11092255,1.21509E+11,2015/4/7 20:14,2015/5/8 23:59,634236,8,0,,0,0,,
11043353,11043353,1.21509E+11,2015/5/30 17:34,2015/6/29 23:59,365468,8,0,,0,0,,
10131444,10131444,1.21509E+11,2015/5/30 17:35,2015/6/29 23:59,233076,8,0,,0,0,,
10383983,10383983,1.21509E+11,2015/5/30 18:09,2015/6/29 23:59,321395,8,0,,0,0,,
10849802,10849802,9.6E+11,2015/1/20 15:44,2015/3/23 23:59,628076,27,0,,0,0,,
10480221,10480221,1.41414E+11,2014/12/7 16:00,2015/1/6 23:59,637780,7,0,,0,0,,
10944604,10944604,9.7E+11,2015/6/14 10:24,2015/8/13 23:59,677638,8,1,,0,0,,
10887359,10887359,9.6E+11,2015/6/14 10:27,2015/7/14 23:59,676965,8,0,,0,0,,
10392559,10392559,1.21401E+11,2015/6/17 8:37,2015/7/17 23:59,328923,7,0,,0,0,,
10463682,10463682,1.21404E+11,2015/6/7 18:03,2015/7/7 23:59,412289,8,0,,0,0,,
11423731,11423731,1.21417E+11,2015/6/14 10:42,2015/7/14 23:59,350892,8,0,,0,0,,
10872308,10872308,1.31404E+11,2015/5/25 15:16,2015/7/27 23:59,633507,27,1,,0,0,,
10978334,10978334,1.31404E+11,2015/6/8 9:58,2015/7/15 23:59,685467,8,1,,0,0,,
10735102,10735102,1.21417E+11,2015/6/14 10:42,2015/7/14 23:59,676628,8,0,,0,0,,
10958026,10958026,1.21417E+11,2015/6/14 10:42,2015/7/14 23:59,643820,8,0,,0,0,,
10811530,10811530,1.41409E+11,2015/6/8 11:00,2015/7/8 23:59,317011,8,0,,0,0,,
10857148,10857148,1.31404E+11,2015/5/25 15:16,2015/7/27 23:59,627525,27,1,,0,0,,
10163784,10163784,9902628,2015/1/25 9:10,2015/5/22 23:59,238625,8,2,,0,0,,
10435078,10435078,9902903,2015/6/29 8:39,2015/9/7 23:59,306754,8,2,,0,0,,
10316003,10316003,1.41404E+11,2015/6/8 16:24,2015/7/8 23:59,291495,8,0,,0,0,,
11101467,11101467,1.21416E+11,2015/6/8 19:36,2015/7/8 23:59,384987,8,0,,0,0,,
11491221,11491221,1.21416E+11,2015/6/8 19:36,2015/7/8 23:59,416462,8,0,,0,0,,
10689016,10689016,1.21416E+11,2015/6/8 19:37,2015/7/8 23:59,639194,8,0,,0,0,,
10687934,10687934,1.21416E+11,2015/6/8 19:37,2015/7/8 23:59,639191,8,0,,0,0,,
10687285,10687285,1.21416E+11,2015/6/8 19:37,2015/7/8 23:59,636814,8,0,,0,0,,
10072448,10072448,9902628,2015/1/25 9:10,2015/5/22 23:59,101846,8,2,,0,0,,
10307759,10307759,9902628,2015/1/25 9:10,2015/5/22 23:59,285960,8,2,,0,0,,
10163658,10163658,9902628,2015/1/25 9:10,2015/5/22 23:59,238608,8,2,,0,0,,
10405030,10405030,1.21401E+11,2015/6/17 8:37,2015/7/17 23:59,289719,7,0,,0,0,,
10816929,10816929,1.21416E+11,2015/6/8 19:37,2015/7/8 23:59,322322,8,0,,0,0,,
11098174,11098174,1.31411E+11,2015/5/15 16:14,2015/6/15 23:59,635204,8,0,,0,0,,
10161165,10161165,9.6E+11,2015/5/15 16:15,2015/6/15 23:59,237900,8,0,,0,0,,
11484826,11484826,1.21416E+11,2015/6/8 19:37,2015/7/8 23:59,393199,8,0,,0,0,,
711954,711954,9900681,2015/1/25 17:12,2015/3/23 23:59,292517,8,0,,0,0,,
11443100,11443100,1.41409E+11,2015/5/15 16:18,2015/6/15 23:59,356907,8,0,,0,0,,
10739088,10739088,1.41409E+11,2015/5/15 16:18,2015/6/15 23:59,673702,8,0,,0,0,,
10820522,10820522,1.41518E+11,2015/6/17 15:26,2015/7/17 23:59,323902,7,0,,0,0,,
10799962,10799962,1.41412E+11,2015/6/14 17:23,2015/7/14 23:59,693243,8,0,,0,0,,
10688736,10688736,1.41425E+11,2015/6/14 17:30,2015/7/14 23:59,639041,8,0,,0,0,,
11473842,11473842,9905328,2015/6/17 16:05,2015/7/17 23:59,379610,7,0,,0,0,,
10909926,10909926,1.2141E+11,2015/5/15 16:36,2015/7/15 23:59,630692,8,1,,0,0,,
10858184,10858184,1.2141E+11,2015/5/15 16:36,2015/7/15 23:59,626649,8,1,,0,0,,
10738848,10738848,1.41406E+11,2015/6/14 11:20,2015/7/14 23:59,88436,8,0,,0,0,,
10893490,10893490,9900623,2015/6/14 15:59,2015/9/14 23:59,668796,8,2,,0,0,,
10752659,10752659,9.7E+11,2015/6/14 16:33,2015/9/14 23:59,625416,8,2,,0,0,,
11401665,11401665,1.21407E+11,2015/6/14 11:35,2015/7/14 23:59,331936,8,0,,0,0,,
10479393,10479393,1.41411E+11,2015/5/22 9:12,2015/6/29 23:59,638243,8,1,,0,0,,
10977951,10977951,1.3141E+11,2015/6/14 11:37,2015/7/14 23:59,685708,8,0,,0,0,,
10659459,10659459,9905328,2015/6/17 16:05,2015/7/17 23:59,361097,7,0,,0,0,,
10791294,10791294,1.21414E+11,2015/6/14 11:40,2015/7/14 23:59,677057,8,0,,0,0,,
10391007,10391007,1.31404E+11,2014/12/1 20:10,2014/12/31 23:59,328671,8,0,,0,0,,
10734393,10734393,9900623,2015/6/14 15:59,2015/9/14 23:59,671763,8,2,,0,0,,
10301906,10301906,9.7E+11,2015/6/14 16:33,2015/9/14 23:59,281936,8,2,,0,0,,
10695640,10695640,1.31407E+11,2015/5/25 16:17,2015/7/24 23:59,630986,27,1,,0,0,,
10082988,10082988,1.31419E+11,2015/6/14 17:33,2015/7/14 23:59,225338,8,0,,0,0,,
10694976,10694976,1.31407E+11,2015/5/25 16:17,2015/7/24 23:59,631075,27,1,,0,0,,
11044855,11044855,1.21426E+11,2015/6/15 16:24,2015/7/29 23:59,409012,8,2,,0,0,,
10805310,10805310,1.31419E+11,2015/6/14 17:34,2015/7/14 23:59,309103,8,0,,0,0,,
10946433,10946433,1.31402E+11,2015/6/14 17:35,2015/9/14 23:59,671523,8,2,,0,0,,
10938836,10938836,1.21403E+11,2015/6/14 17:36,2015/7/14 23:59,676092,8,0,,0,0,,
10931201,10931201,1.21403E+11,2015/6/14 17:36,2015/7/14 23:59,625514,8,0,,0,0,,
10951270,10951270,1.41404E+11,2015/6/14 17:38,2015/7/14 23:59,637190,8,0,,0,0,,
10939888,10939888,1.41407E+11,2015/6/14 17:38,2015/7/14 23:59,671660,8,0,,0,0,,
10878176,10878176,1.31401E+11,2015/6/14 17:41,2015/7/14 23:59,626598,8,0,,0,0,,
10055253,10055253,1.3141E+11,2015/6/14 17:52,2015/7/14 23:59,98370,8,0,,0,0,,
10478500,10478500,1.41406E+11,2015/6/14 17:57,2015/7/14 23:59,637777,8,0,,0,0,,
10151184,10151184,9905328,2015/6/17 16:05,2015/7/17 23:59,236258,7,0,,0,0,,
10741988,10741988,1.21404E+11,2015/6/14 18:07,2015/7/14 23:59,674532,8,0,,0,0,,
10254840,10254840,1.21403E+11,2015/6/17 16:30,2015/7/17 23:59,286680,7,0,,0,0,,
10858590,10858590,1.21407E+11,2015/5/25 16:40,2015/6/24 23:59,624048,27,0,,0,0,,
11116701,11116701,1.21407E+11,2015/5/25 17:04,2015/6/24 23:59,429467,27,0,,0,0,,
10742532,10742532,9.7E+11,2015/6/11 9:00,2015/8/14 23:59,676747,8,2,,0,0,,
10688711,10688711,9.7E+11,2015/6/26 11:14,2015/7/27 23:59,639057,8,0,,0,0,,
10332175,10332175,1.3141E+11,2015/6/9 10:00,2015/7/22 23:59,300747,8,2,,0,0,,
11089414,11089414,9903178,2015/4/21 9:41,2015/10/13 23:59,634153,8,0,,0,0,,
10361510,10361510,1.31401E+11,2015/6/26 11:15,2015/7/27 23:59,314555,8,0,,0,0,,
10938712,10938712,1.31408E+11,2015/6/26 11:20,2015/7/27 23:59,675348,8,0,,0,0,,
11486708,11486708,1.21426E+11,2015/6/26 11:21,2015/7/27 23:59,394715,8,0,,0,0,,
11083164,11083164,1.21426E+11,2015/6/26 11:21,2015/7/27 23:59,634204,8,0,,0,0,,
10251811,10251811,1.40302E+11,2015/6/26 11:34,2015/7/27 23:59,282779,8,0,,0,0,,
11211340,11211340,1.40302E+11,2015/6/26 11:34,2015/7/27 23:59,368456,8,0,,0,0,,
10889419,10889419,1.40302E+11,2015/6/26 11:34,2015/7/27 23:59,677856,8,0,,0,0,,
11090848,11090848,1.40302E+11,2015/6/26 11:35,2015/7/27 23:59,634071,8,0,,0,0,,
10789117,10789117,1.40302E+11,2015/6/26 11:35,2015/7/27 23:59,675818,8,0,,0,0,,
10159942,10159942,1.41401E+11,2015/6/29 9:15,2015/7/29 23:59,237654,7,0,,0,0,,
10470103,10470103,1.41401E+11,2015/6/29 9:17,2015/7/29 23:59,686378,7,0,,0,0,,
10673690,10673690,1.41401E+11,2015/6/29 9:17,2015/7/29 23:59,365831,7,0,,0,0,,
10674125,10674125,1.41401E+11,2015/6/29 9:17,2015/7/29 23:59,367765,7,0,,0,0,,
10342205,10342205,1.31401E+11,2015/6/29 9:28,2015/7/29 23:59,304629,7,0,,0,0,,
10625458,10625458,1.31401E+11,2015/6/29 9:28,2015/7/29 23:59,309940,7,0,,0,0,,
11448256,11448256,1.21403E+11,2015/6/29 9:35,2015/7/29 23:59,358699,7,0,,0,0,,
10370845,10370845,1.21425E+11,2015/5/19 22:09,2015/6/18 23:59,315903,8,0,,0,0,,
11112640,11112640,1.40303E+11,2015/4/18 14:51,2015/7/20 23:59,425418,8,2,,0,0,,
10924315,10924315,1.31407E+11,2015/5/20 8:24,2015/6/19 23:59,630763,27,0,,0,0,,
10797480,10797480,1.4034E+11,2015/5/28 9:43,2015/8/21 23:59,692031,7,2,,0,0,,
11487504,11487504,1.4034E+11,2015/5/28 9:43,2015/8/21 23:59,395094,7,2,,0,0,,
11221712,11221712,9.7E+11,2015/5/20 19:18,2015/6/19 23:59,690129,8,0,,0,0,,
10474174,10474174,9.7E+11,2015/5/20 19:18,2015/6/19 23:59,638258,8,0,,0,0,,
10248469,10248469,9.7E+11,2015/5/20 19:18,2015/6/19 23:59,281189,8,0,,0,0,,
10285784,10285784,1.21415E+11,2015/5/27 17:28,2015/7/23 23:59,259838,8,1,,0,0,,
10077635,10077635,9903562,2014/2/24 10:50,2018/1/12 23:59,103275,8,2,,0,0,,
10266766,10266766,1.31401E+11,2015/4/18 16:04,2015/7/20 23:59,245105,8,2,,0,0,,
10466302,10466302,1.31401E+11,2015/4/18 16:04,2015/7/20 23:59,413152,8,2,,0,0,,
10885383,10885383,9.7E+11,2015/5/7 8:42,2015/10/3 23:59,677477,8,2,,0,0,,
10796856,10796856,1.11518E+11,2015/5/22 15:27,2015/7/23 23:59,691980,7,1,,0,0,,
10958986,10958986,1.11518E+11,2015/5/22 15:27,2015/7/23 23:59,664885,7,1,,0,0,,
10082618,10082618,1.11518E+11,2015/5/22 15:41,2015/8/21 23:59,225270,7,2,,0,0,,
10797656,10797656,1.4034E+11,2015/5/28 9:43,2015/8/21 23:59,692125,7,2,,0,0,,
11462345,11462345,1.21518E+11,2015/5/22 18:04,2015/7/23 23:59,372450,7,1,,0,0,,
11022644,11022644,1.21518E+11,2015/5/22 18:04,2015/7/23 23:59,360228,7,1,,0,0,,
10797191,10797191,1.21518E+11,2015/5/22 18:04,2015/7/23 23:59,691761,7,1,,0,0,,
10952079,10952079,9.7E+11,2015/5/7 8:42,2015/10/3 23:59,638787,8,2,,0,0,,
10466523,10466523,1.31409E+11,2014/11/7 14:28,2014/12/8 23:59,413253,8,0,,0,0,,
11496185,11496185,1.31409E+11,2014/11/7 14:28,2014/12/8 23:59,420355,8,0,,0,0,,
10184321,10184321,9.7E+11,2015/4/18 17:25,2015/5/18 23:59,247704,8,0,,0,0,,
10211182,10211182,9902956,2014/12/5 16:08,2015/8/25 23:59,262315,8,0,,0,0,,
10947290,10947290,9902956,2014/12/5 16:08,2015/8/25 23:59,683951,8,0,,0,0,,
11127050,11127050,9943005,2014/4/17 9:25,2015/12/19 23:59,437237,27,1,,0,0,,
6208682,6208682,9900150,2015/6/26 10:02,2015/7/27 23:59,245425,67,0,,0,0,,
10201521,10201521,1.21419E+11,2015/6/26 20:09,2015/7/27 23:59,256238,7,0,,0,0,,
10656541,10656541,1.21419E+11,2015/6/26 20:10,2015/7/27 23:59,352434,7,0,,0,0,,
2011473,N150836,1.21419E+11,2015/6/26 20:10,2015/7/27 23:59,176203,7,0,,0,0,,
10932116,10932116,1.31413E+11,2015/6/26 21:14,2015/7/27 23:59,646786,7,0,,0,0,,
11212949,11212949,1.41411E+11,2014/11/10 16:41,2014/12/10 23:59,370381,8,0,,0,0,,
10666869,10666869,1.41411E+11,2014/11/10 16:41,2014/12/10 23:59,365582,8,0,,0,0,,
11421503,11421503,1.31413E+11,2015/6/26 21:46,2015/7/27 23:59,332263,7,0,,0,0,,
11078915,11078915,9903937,2015/5/14 9:47,2015/7/16 23:59,636481,8,1,,0,0,,
10757810,10757810,1.31411E+11,2015/5/14 10:22,2015/7/16 23:59,632496,8,1,,0,0,,
10613804,10613804,1.21425E+11,2015/6/11 9:20,2015/7/15 23:59,301918,8,1,,0,0,,
10460490,10460490,1.21425E+11,2015/5/17 16:43,2015/8/17 23:59,410701,8,2,,0,0,,
10191231,10191231,1.31419E+11,2015/5/14 20:04,2015/6/15 23:59,96433,7,0,,0,0,,
10701039,10701039,9.6E+11,2015/5/26 18:09,2015/7/27 23:59,632740,27,1,,0,0,,
11501556,11501556,1.34201E+11,2015/5/17 17:28,2015/7/17 23:59,433385,8,1,,0,0,,
10448629,10448629,1.31425E+11,2015/6/15 11:31,2015/7/16 23:59,320655,8,1,,0,0,,
11123614,11123614,1.31408E+11,2015/6/7 8:31,2015/7/27 23:59,436455,27,1,,0,0,,
11495713,11495713,1.31415E+11,2015/5/26 19:59,2015/6/25 23:59,419567,27,0,,0,0,,
11114305,11114305,1.31415E+11,2015/5/26 20:00,2015/6/25 23:59,426337,27,0,,0,0,,
10622635,10622635,1.41414E+11,2015/4/8 18:05,2015/7/8 23:59,306290,8,2,,0,0,,
11423960,11423960,9902681,2014/3/5 15:09,2014/4/4 23:59,350914,8,0,,0,0,,
11214782,11214782,9902681,2014/3/5 15:09,2014/4/4 23:59,371147,8,0,,0,0,,
10893558,10893558,1.41419E+11,2014/10/14 14:51,2014/11/13 23:59,691385,8,0,,0,0,,
11103691,11103691,1.41419E+11,2015/5/25 15:25,2015/6/24 23:59,389629,7,0,,0,0,,
11481576,11481576,1.11518E+11,2015/6/15 15:35,2015/7/15 23:59,391870,7,0,,0,0,,
10343616,10343616,1.11518E+11,2015/6/15 15:35,2015/7/15 23:59,305384,7,0,,0,0,,
10333639,10333639,1.11518E+11,2015/6/15 15:35,2015/7/15 23:59,300817,7,0,,0,0,,
10883672,10883672,1.21407E+11,2015/5/15 19:01,2015/7/16 23:59,671953,8,1,,0,0,,
10717760,10717760,9.6E+11,2015/6/8 8:27,2015/8/7 23:59,630545,27,1,,0,0,,
10723895,10723895,1.31425E+11,2015/5/13 19:29,2015/7/17 23:59,622084,8,2,,0,0,,
10735371,10735371,9901246,2015/6/15 17:11,2015/7/15 23:59,670747,7,0,,0,0,,
10966907,10966907,9902688,2015/4/28 20:23,2015/7/30 23:59,637206,8,2,,0,0,,
10328227,10328227,9901246,2015/6/15 17:11,2015/7/15 23:59,299575,7,0,,0,0,,
11452185,11452185,9901246,2015/6/15 17:11,2015/7/15 23:59,359433,7,0,,0,0,,
10709626,10709626,1.30316E+11,2015/6/7 10:11,2015/7/7 23:59,619066,8,0,,0,0,,
10930871,10930871,1.41411E+11,2015/6/8 8:44,2015/7/8 23:59,622712,27,0,,0,0,,
10752950,10752950,1.41411E+11,2015/6/8 8:44,2015/7/8 23:59,627013,27,0,,0,0,,
10862665,10862665,9.7E+11,2015/6/17 8:16,2015/7/17 23:59,625526,27,0,,0,0,,
61003631,61003631,1.21416E+11,2015/6/19 21:03,2015/9/18 23:59,257121,8,2,,0,0,,
11455238,11455238,1.31403E+11,2015/6/16 10:02,2015/7/16 23:59,359583,8,0,,0,0,,
11475491,11475491,1.4141E+11,2015/6/19 21:21,2015/7/20 23:59,387564,8,0,,0,0,,
